LocusTag,Gene,Length,description,pI,mw,proteinLength,function,product,essential,ec,names,,,
new_45224_45399_c,S23,176,"new RNA feature, 5'UTR of abrB
",,,,,5'UTR of abrB,,,S23,,,
BSU22390,ypmA,168,unknown,4.68,6.4248,56,unknown,unknown,no,,ypmA,,,
BSU39750,iolB,813,formation of 2-deoxy-5-keto-gluconic acid (4th reaction),4.77,30.619,271,myo-inositol catabolism,formation of 2-deoxy-5-keto-gluconic acid (4th reaction),no,,"iolB,yxdB",,,
new_1071709_1071971_c,S348,263,"new RNA feature, independent transcript
",,,,,independent transcript,,,S348,,,
new_1744297_1744366,S598,70,"new RNA feature, 5'UTR of spoVFA
",,,,,5'UTR of spoVFA,,,S598,,,
BSU23780,yqjQ,777,similar to ketoacyl reductase,9.16,28.1884,259,unknown,unknown,no,,yqjQ,,,
new_2897341_2897467_c,S1072,127,"new RNA feature, 5' of BSU_misc_RNA_45
",,,,,5' of BSU_misc_RNA_45,,,S1072,,,
BSU14150,ykuN,474,"flavodoxin, binds FMN, replaces ferredoxin under conditions of iron limitation, probably involved in electron transfer to nitric oxide synthase",3.83,17.649,158,electron transfer,flavodoxin,no,,ykuN,,,
BSU21990,ypdQ,396,similar to RNase HI,5.62,14.529,132,unknown,unknown,no,,ypdQ,,,
BSU16520,frr,555,ribosome recycling factor,5.33,20.6213,185,translation,ribosome recycling factor,yes,,frr,,,
BSU14000,patA,1176,"N-acetyl-L,L-diaminopimelate aminotransferase",6.01,43.2888,392,biosynthesis of lysine and peptidoglycan,aminotransferase,yes,2.6.1.-,"patA,uat,dapX",,,
BSU27809,yrzT,138,unknown,5.978,5.3,46,unknown,unknown,-,,yrzT,,,
BSU36710,fdhD,786,putative subunit of an respiration oxidoreductase,6.19,29.139,262,unknown,putative subunit of an respiration oxidoreductase,no,,"fdhD,narQ, narAA",,,
BSU26450,yrkN,555,unknown,5.2,21.1172,185,unknown,unknown,no,,yrkN,,,
BSU27020,yraA,507,"general stress protein, degradation of damaged thiol-containing proteins, glyoxalase III-like enzyme",4.73,18.3687,169,detoxification of methylglyoxal,glyoxalase III-like enzyme,no,,yraA,,,
new_1884880_1884967,S629,88,"new RNA feature, intergenic region
",,,,,intergenic region,,,S629,,,
BSU_misc_RNA_2,scr,,"4.5 S RNA, causes RNA-driven elongation arrest by interaction with the 23S rRNA",,,,presecretory protein translocation,"small cytoplasmic RNA (scRNA, 4.5S RNA)",yes,,scr,,,
BSU25090,yqfW,579,unknown,5.51,22.6018,193,unknown,unknown,no,,yqfW,,,
BSU24630,sipW,570,bifunctional signal peptidase I that controls surface-adhered [SW|biofilm formation] and processes [[protein|TasA]] and [[protein|TapA]],5.49,20.5329,190,[SW|biofilm formation],signal peptidase I,no,,"sipW,yqhE",,,
BSU_tRNA_34,trnD-Asp,,,,,,translation,transfer RNA-Asp,no,,"trnD-Asp,trnR",,,
new_3463734_3464253_c,S1292,520,"new RNA feature, independent transcript
",,,,,independent transcript,,,S1292,,,
BSU17330,miaA,942,tRNA isopentenylpyrophosphate transferase,6,35.5236,314,tRNA modification,tRNA isopentenylpyrophosphate transferase,no,2.5.1.8,miaA,,,
BSU08380,yfiS,1251,similar to multidrug resistance protein,9.6,44.2351,417,unknown,unknown,no,,yfiS,,,
BSU37030,racA,552,cell division protein: attaches the chromosome to the cell pole at the onset of sporulation,9.51,20.9251,184,,cell division protein,no,,"racA,ywkC",,,
new_2198766_2198847_c,S779,82,"new RNA feature, intergenic region
",,,,,intergenic region,,,S779,,,
BSU32660,glxB,381,glyoxalase II,4.61,14.2969,127,detoxification of methylglyoxal,glyoxalase II,no,,"glxB,yurT",,,
new_3194349_3194635,S1188,287,"new RNA feature, 3'UTR of yubC
",,,,,3'UTR of yubC,,,S1188,,,
BSU19680,yozE,222,unknown,5.24,8.7749,74,unknown,unknown,no,,yozE,,,
BSU31860,yueB,3228,"membrane protein, part of the type VII protein secretion system YukD-YukC-YukB-YueB-YueC, receptor for phage SPPI",4.3,119.769,1076,export of YukE,"part of the type VII protein secretion system, receptor for phage SPPI",no,,yueB,,,
BSU18860,yozH,318,unknown,6.94,11.7696,106,unknown,unknown,no,,yozH,,,
BSU36740,ywmC,681,unknown,9.07,24.3936,227,unknown,unknown,no,,ywmC,,,
BSU07120,lplC,885,"transmembrane lipoprotein, putative [SW|ABC transporter] (membrane protein)",9.51,32.6817,295,unknown,unknown,no,,lplC,,,
new_3316213_3316329_c,S1246,117,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1246,,,
new_2563803_2563987_c,S928,185,"new RNA feature, intergenic region
",,,,,intergenic region,,,S928,,,
BSU07900,yfkH,825,"general stress protein, survival of ethanol and paraquat stresses",8.42,30.3179,275,survival of stress conditions,unknown,no,,yfkH,,,
new_516099_516240,S162,142,"new RNA feature, 5'UTR of ydcC
",,,,,5'UTR of ydcC,,,S162,,,
new_1549384_1549464,S538,81,"new RNA feature, 5'UTR of ylaK
",,,,,5'UTR of ylaK,,,S538,,,
BSU38720,yxkO,828,"ADP/ATP-dependent NAD(P)H-hydrate dehydratase, general stress protein, survival of ethanol  stress",5.49,29.719,276,"survival of ethanol  stress, repair of hydrated NAD(P)H",ADP/ATP-dependent NAD(P)H-hydrate dehydratase,no,,yxkO,,,
BSU15200,murD,1353,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,5.57,49.4866,451,peptidoglycan precursor biosynthesis,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,yes,6.3.2.9,murD,,,
new_2432160_2433082,S882,923,"new RNA feature, independent transcript
",,,,,independent transcript,,,S882,,,
new_3016299_3016403_c,S1119,105,"new RNA feature, 5'UTR of ackA
",,,,,5'UTR of ackA,,,S1119,,,
BSU16010,ylqD,384,unknown,8.13,14.8987,128,unknown,unknown,no,,ylqD,,,
BSU28640,pheS,1032,"phenylalanyl-tRNA synthetase (alpha subunit), universally conserved protein",5.08,38.5177,344,translation,phenylalanyl-tRNA synthetase (alpha subunit),yes,6.1.1.20,pheS,,,
BSU15800,yloS,642,thiamine pyrophosphokinase,5.22,23.9518,214,thiamine salvage,thiamine pyrophosphokinase,no,2.7.6.2,"yloS,thiN",,,
BSU02220,ybfI,825,similar to transcription factor ([SW|AraC family]),6.1,32.2874,275,unknown,unknown,no,,ybfI,,,
BSU24190,yqiI,618,secreted N-acetylmuramoyl-L-alanine amidase,4.29,22.0891,206,cell wall metabolism,peptidoglycan hydrolase,no,,yqiI,,,
new_2798008_2799197,S1038,1190,"new RNA feature, independent transcript
",,,,,independent transcript,,,S1038,,,
BSU11810,spoVIF,300,required for spore coat assembly and resistance,10.2,11.4461,100,required for spore coat assembly and resistance,unknown,no,,"spoVIF,yjcC",,,
BSU22980,ypbG,777,unknown,6.61,28.4102,259,unknown,unknown,no,,ypbG,,,
new_3463251_3463318_c,S1291,68,"new RNA feature, 5'UTR of opuBA
",,,,,5'UTR of opuBA,,,S1291,,,
new_3622139_3622219_c,S1346,81,"new RNA feature, 5'UTR of swrAA/2
",,,,,5'UTR of swrAA/2,,,S1346,,,
BSU37090,glpX,963,"class II fructose-1,6-bisphosphatase, gluconeogenesis",5.07,33.7959,321,gluconeogenesis,"class II fructose-1,6-bisphosphatase",no,3.1.3.11,"glpX,ywjI",,,
BSU30050,murJ,1632,lipid II flippase,10.09,59.3013,544,export of lipid II,lipid II flippase,no,,"murJ,ytgP",,,
BSU06990,rhiG,888,[SW|ABC transporter] (membrane protein) for rhamnose oligosaccharides,9.52,33.3244,296,uptake of rhamnose oligosaccharides,rhamnose oligosaccharide [SW|ABC transporter],no,,"rhiG,yesQ",,,
BSU01700,murQ,912,N-acetyl-muramic acid-6P etherase (cleaves lactate from N-acetylmuramic acid),5.4,32.5456,304,cell wall turnover,N-acetyl-muramic acid-6P etherase,no,,"murQ,ybbI",,,
BSU11530,coiA,1119,protein involved in establishment of DNA transport in competence,9.97,43.5316,373,genetic competence,unknown,no,,"coiA,yjbF",,,
BSU13840,stoA,495,"thiol-disulfide oxidoreductase, with thioredoxin-like domain, required for the synthesis of the endospore peptidoglycan cortex",5.3,18.6635,165,"spore cortex formation, maturation of [[protein|SpoVD ]]in the forespore outer membrane",thiol-disulfide oxidoreductase,no,,"stoA,spoIVH,ykvV",,,
new_235329_235401_c,S82,73,"new RNA feature, 5'UTR of glpT
",,,,,5'UTR of glpT,,,S82,,,
BSU08560,yfhJ,267,unknown,5.41,10.3647,89,unknown,unknown,no,,yfhJ,,,
BSU25820,yqcI,762,unknown,5.03,29.9542,254,unknown,unknown,no,,yqcI,,,
BSU33920,tpi,759,"triose phosphate isomerase, glycolytic/ gluconeogenic enzyme",4.79,26.8796,253,enzyme in glycolysis/ gluconeogenesis,triosephosphate isomerase,no,5.3.1.1,"tpi,tpiA",,,
BSU26020,yqbP,657,similar to phage-related protein,10.54,25.1837,219,unknown,unknown,no,,yqbP,,,
new_3860876_3860997_c,S1456,122,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1456,,,
BSU04700,rsbU,1005,"protein serine phosphatase, environmental PP2C, dephosphorylates [[protein|RsbV]]",4.91,38.475,335,control of [[protein|SigB ]]activity,"protein serine phosphatase, environmental PP2C",no,3.1.3.3,rsbU,,,
BSU32640,sspG,144,small acid-soluble spore protein (minor),4.25,5.1358,48,protection of spore DNA,small acid-soluble spore protein (minor),no,,sspG,,,
BSU10300,aprE,1143,major extracellular alkaline protease,9.34,39.365,381,protein degradation,extracellular alkaline serine protease (subtilisin E),no,,"aprE,sprE",,,
BSU06600,pcrB,684,heptaprenylglyceryl phosphate synthase,4.2,24.9391,228,unknown,heptaprenylglyceryl phosphate synthase,no,,"pcrB,yerE",,,
BSU31560,nupP,1044,ABC transporter for guanosine (membrane protein),9.39,36.6876,348,uptake of guanosine,ABC transporter for guanosine,no,,"nupP,yufP",,,
BSU24940,yqzC,462,unknown,9.01,16.8835,154,unknown,unknown,no,,yqzC,,,
new_3466157_3466342_c,S1296,186,"new RNA feature, 3'UTR of sdpI
",,,,,3'UTR of sdpI,,,S1296,,,
new_52649_52719,S29,71,"new RNA feature, 5'UTR of veg
",,,,,5'UTR of veg,,,S29,,,
BSU12671,xkdN,444,unknown PBSX prophage protein,5.032,17,148,unknown,unknown,no,,xkdN,,,
BSU19650,yodM,609,"minor undecaprenyl pyrophosphate phosphatase, not active under standard conditions",10.14,22.6441,203,unknown,minor undecaprenyl pyrophosphate phosphatase,no,,"pgpB,yodM",,,
BSU21090,yonH,498,unknown,8.54,18.5639,166,unknown,unknown,no,,yonH,,,
BSU21140,yonC,534,unknown,5.43,19.4646,178,unknown,unknown,no,,yonC,,,
BSU_misc_RNA_39,BSU_misc_RNA_39,,,,,,,,,,BSU_misc_RNA_39,,,
BSU05580,ydgC,585,similar to transcription factor ([SW|TetR family]),5.57,21.9205,195,unknown,unknown,no,,ydgC,,,
new_2840767_2840964_c,pipA,198,"new RNA feature, independent transcript
",,,,,independent transcript,,,S1052,,,
BSU34780,yvcI,474,Nudix hydrolase,4.99,18.0708,158,unknown,unknown,no,,yvcI,,,
BSU06170,fruC,960,fructokinase,4.62,34.1017,320,utilization of sucrose and glucitol,fructokinase,no,,"fruC,ydjE",,,
BSU15060,tmcAL,1245,"tRNA<sup>Met</sup> cytidine acetate ligase, required for proper decodign of the AUA elongator Met codon",7.8,46.8268,415,acetylation of elongator tRNA<sup>Met</sup>,tRNA<sup>Met</sup> cytidine acetate ligase,no,,"tmcAL,ylbM",,,
new_925460_925632,S288,173,"new RNA feature, 5'UTR of recX
",,,,,5'UTR of recX,,,S288,,,
BSU35020,nagB,726,glucosamine-6-phosphate deaminase,5.72,26.8423,242,N-acetylglucosamine utilization,glucosamine-6-phosphate deaminase,no,,nagB,,,
BSU31330,yugN,402,unknown,4.1,14.9766,134,unknown,unknown,no,,yugN,,,
BSU18380,iseA,543,"inhibits in vitro activity of cell wall endopeptidases, inhibits cell separation",10.18,19.9848,181,protection against cell envelope stress,inhibitor of autolysins,no,,"iseA,yoeB",,,
BSU01290,rpsN,183,ribosomal protein,10.91,7.11,61,translation,ribosomal protein S14,yes,,rpsN,,,
BSU11180,yitZ,492,similar to multidrug resistance protein,9.57,18.2097,164,unknown,unknown,no,,yitZ,,,
BSU35239,swrAA/2,114,"control of DegU activity,  enhances sigD transcription, part of the swrAA pseudogene",,,38,essential for swarming differentiation on solid surfaces,swarming motility protein,no,,swrAA/2,,,
new_2596439_2596534,S945,96,"new RNA feature, intergenic region
",,,,,intergenic region,,,S945,,,
new_238449_238569_c,S84,121,"new RNA feature, 5'UTR of ybfE
",,,,,5'UTR of ybfE,,,S84,,,
BSU01440,rplQ,360,ribosomal protein,10.27,13.61,120,translation,ribosomal protein L17 (BL15),yes,,rplQ,,,
BSU34230,epsN,1164,"UDP-2,6-dideoxy 2-acetamido 4-keto glucose aminotransferase, required for extracellular polysaccharide synthesis",5.84,42.7641,388,"[[category|Biofilm formation]], biosynthesis of N,N'-diacetylbacillosamine","UDP-2,6-dideoxy 2-acetamido 4-keto glucose aminotransferase",no,,"epsN,yvfE",,,
new_593206_593301_c,S188,96,"new RNA feature, 5'UTR of nap
",,,,,5'UTR of nap,,,S188,,,
new_2070120_2070243_c,S719,124,"new RNA feature, intergenic region
",,,,,intergenic region,,,S719,,,
BSU16070,ylqG,1728,unknown,7.05,62.8558,576,unknown,unknown,no,,ylqG,,,
new_3707708_3707818,S1383,111,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1383,,,
BSU31990,dhbC,1194,isochorismate synthase,5.17,43.2864,398,biosynthesis of the siderophore bacillibactin,isochorismate synthase,no,5.4.4.2,dhbC,,,
BSU35080,pchR,507,"transcriptional repressor ([SW|MarR family]), controls the expression of genes involved in pulcherriminic acid biosynthesis",8.09,19.5376,169,control of pulcherriminic acid biosynthesis,transcription factor ([SW|MarR family]),no,,"pchR,yzhA,yvmB",,,
BSU17267,ymzE/2,174,part of the ymzE pseudogene,,,58,unknown,unknown,-,,ymzE/2,,,
BSU24950,pstBB,780,phosphate [SW|ABC transporter ](ATP-binding protein),7.77,29.0478,260,high-affinity phosphate uptake,phosphate [SW|ABC transporter] (ATP-binding protein),no,3.6.3.27,"pstBB,pstB,yqgK,yzmF",,,
new_3809370_3809496_c,S1439,127,"new RNA feature, 5'UTR of fbaA
",,,,,5'UTR of fbaA,,,S1439,,,
new_1008553_1008622,S324,70,"new RNA feature, intergenic region
",,,,,intergenic region,,,S324,,,
BSU11420,trpS,990,tryptophanyl-tRNA synthetase,6.54,37.0408,330,translation,tryptophanyl-tRNA synthetase,yes,6.1.1.2,trpS,,,
BSU15090,gerR,579,"probably DNA-binding protein, regulates transcription of some spore coat genes",7.11,22.2201,193,spore coat formation and resistance of spores to lysozyme,unknown,no,,"gerR,ylbO",,,
BSU06020,groES,282,"chaperonin, universally conserved protein",4.59,10.0378,94,protein folding and re-folding,chaperonin,yes,,groES,,,
new_2309648_2309785_c,S830,138,"new RNA feature, 5'UTR of ypeP
",,,,,5'UTR of ypeP,,,S830,,,
new_196132_196212,S68,81,"new RNA feature, 5'UTR of cdaA
",,,,,5'UTR of cdaA,,,S68,,,
BSU26990,yraD,297,"forespore-specific sporulation protein, similar to spore coat protein",4.52,11.145,99,unknown,unknown,no,,yraD,,,
BSU00150,dgk,621,deoxyguanosine kinase,5.78,23.9986,207,purine salvage and interconversion,deoxyguanosine kinase,no,2.7.1.113,"dgk,yaaG",,,
BSU06430,purK,1137,phosphoribosylaminoimidazole carboxylase (ATP-dependent),5.12,42.0043,379,purine biosynthesis,phosphoribosylaminoimidazole carboxylase (ATP-dependent),no,4.1.1.21,purK,,,
BSU39290,yxxD,441,antitoxin,3.93,17.5218,147,inhibition of the cytotoxic activity of YxiD,antitoxin,yes,,yxxD,,,
BSU02700,lip,636,extracellular lipase,10.06,22.6449,212,lipid degradation,extracellular lipase,no,,"lip,lipA",,,
BSU28890,yscB,630,unknown,8.06,23.8888,210,unknown,unknown,no,,yscB,,,
BSU39840,yxbG,819,"general stress protein, similar to glucose 1-dehydrogenase",4.51,29.2807,273,unknown,unknown,no,,"yxbG,yxaU",,,
BSU29290,sndA,1248,"sulphur compound N-deacetylase, required for the conversion of S-methyl-cysteine to cysteine",5.55,45.0785,416,utilization of S-methyl-cysteine,sulphur compound N-deacetylase,no,,"sndA,hipO,ytnL",,,
BSU22170,ypsC,1155,similar to SAM-dependent 23S rRNA methyltransferase,8.01,43.3465,385,rRNA modification,23S rRNA methyltransferase,no,,ypsC,,,
new_3294170_3294254_c,S1231,85,"new RNA feature, 5'UTR of yuiH
",,,,,5'UTR of yuiH,,,S1231,,,
new_2605598_2605729_c,S955,132,"new RNA feature, 5'UTR of ccpN
",,,,,5'UTR of ccpN,,,S955,,,
BSU20960,yopA,1314,unknown,8.64,50.7112,438,unknown,unknown,no,,yopA,,,
BSU28440,sdhA,1758,succinate dehydrogenase (flavoprotein subunit),5.71,65.1739,586,TCA cycle,succinate dehydrogenase (flavoprotein subunit),no,,"sdhA,citF",,,
new_3965134_3966683_c,S1482,1550,"new RNA feature, 3'UTR of yxlG
",,,,,3'UTR of yxlG,,,S1482,,,
BSU33540,azoR2,633,similar to NAD(P)H dehydrogenase (quinone),5.11,23.1254,211,resistance to 2-methylhydroquinone,azoreductase,no,,"azoR2,yvaB",,,
new_3608843_3609333_c,S1340,491,"new RNA feature, 5'UTR of yvlA
",,,,,5'UTR of yvlA,,,S1340,,,
new_4167624_4168153,S1562,530,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1562,,,
new_3388009_3388287_c,S1272,279,"new RNA feature, 5'UTR of yirB
",,,,,5'UTR of yirB,,,S1272,,,
BSU01100,rpsL,414,ribosomal protein,11,15,138,translation,ribosomal protein S12 (BS12),yes,,"rpsL,strA,fun",,,
BSU06000,ydiK,189,unknown lipoprotein,10.23,7.1156,63,unknown,unknown,no,,ydiK,,,
BSU07440,yfmK,444,unknown,4.35,17.1688,148,unknown,unknown,no,,yfmK,,,
BSU37570,mmr,1398,methylenomycin A resistance protein,9.78,48.6795,466,resistance to methylenomycin A,methylenomycin A resistance protein,no,,mmr,,,
new_756987_757065,S246,79,"new RNA feature, intergenic region
",,,,,intergenic region,,,S246,,,
new_3907315_3907453_c,S1467,139,"new RNA feature, 5'UTR of ywcI
",,,,,5'UTR of ywcI,,,S1467,,,
BSU25300,cdd,408,cytidine deaminase,4.7,14.7122,136,pyrimidine interconversion,cytidine deaminase,no,3.5.4.5,cdd,,,
BSU06700,yerO,867,similar to transcriptional regulator ([SW|TetR family]),5.33,32.6926,289,unknown,unknown,no,,yerO,,,
new_676139_676441,S222,303,"new RNA feature, 5'UTR of iolT
",,,,,5'UTR of iolT,,,S222,,,
BSU28250,leuD,597,3-isopropylmalate dehydratase (small subunit),4.58,22.8759,199,biosynthesis of leucine,3-isopropylmalate dehydratase (small subunit),no,4.2.1.33,leuD,,,
BSU08690,ygaD,1767,similar to [SW|ABC transporter] (fused ATP-binding and membrane protein),7.03,66.5926,589,unknown,[SW|ABC transporter] (fused ATP-binding and membrane protein),no,,ygaD,,,
new_2987548_2987649_c,S1104,102,"new RNA feature, 5'UTR of pfkA
",,,,,5'UTR of pfkA,,,S1104,,,
BSU37730,bacB,705,"oxidase that catalyzes the synthesis of 2-oxo-3-(4-oxocyclohexa-2,5-dienyl)propanoic acid, a precursor to L-anticapsin",5.19,26.69,235,biosynthesis of the antibiotic bacilysin,oxidase,no,,"bacB,ywfC, ipa-81d",,,
BSU_rRNA_29,rrnH-23S,,23S rRNA,,,,translation,ribosomal RNA-23S,no,,rrnH-23S,,,
BSU15110,ylbQ,894,2-dehydropantoate 2-reductase,5.86,33.1342,298,biosynthesis of coenzyme A,2-dehydropantoate 2-reductase,no,1.1.1.169,ylbQ,,,
BSU25740,yqeB,723,unknown,6.55,27.435,241,unknown,unknown,no,,yqeB,,,
BSU18909,yozZ,138,"unknown, putative pseudogene",,,46,unknown,unknown,-,,yozZ,,,
BSU32390,yunF,852,unknown,6.27,32.9912,284,unknown,unknown,no,,yunF,,,
BSU32270,yutH,1017,spore coat protein,6.01,40.0902,339,protection of the spore,spore coat protein,no,,yutH,,,
new_2333212_2333323_c,S840,112,"new RNA feature, intergenic region
",,,,,intergenic region,,,S840,,,
BSU33200,yvrE,876,"glucoco-lactonase, general stress protein, similar to senescence marker protein-30",4.62,33.0511,292,survival of salt stress,glucoco-lactonase,no,,yvrE,,,
BSU33270,yvrO,687,similar to amino acid [SW|ABC transporter ](ATP-binding protein),9.7,25.3298,229,unknown,[SW|ABC transporter ](ATP-binding protein),no,,yvrO,,,
BSU21930,cspD,198,cold shock protein,4.31,7.1732,66,RNA chaperone,cold shock protein,no,,cspD,,,
BSU01810,adaA,633,trigger enzyme,9.19,24.1512,211,adaptive response to alkylative DNA damage,trigger enzyme,no,,adaA,,,
BSU22150,ypvA,1923,similar to ATP-dependent helicase,4.59,74.1196,641,unknown,unknown,no,,ypvA,,,
new_2795736_2795840_c,S1037,105,"new RNA feature, 5'UTR of yrrM
",,,,,5'UTR of yrrM,,,S1037,,,
new_1253253_1253384,S424,132,"new RNA feature, intergenic region
",,,,,intergenic region,,,S424,,,
BSU08400,yfiU,1554,similar to multidrug-efflux transporter,7.61,54.7686,518,unknown,unknown,no,,yfiU,,,
new_2169677_2170029_c,S770,353,"new RNA feature, intergenic region
",,,,,intergenic region,,,S770,,,
BSU19410,cwlS,1242,"D,L-endopeptidase, peptidoglycan hydrolase for cell separation",10.44,44.0736,414,cell separation,"D,L-endopeptidase, peptidoglycan hydrolase",no,,"cwlS,yojL",,,
BSU33190,yvrD,789,similar to ketoacyl-carrier protein reductase,4.68,28.0707,263,unknown,unknown,no,,yvrD,,,
BSU11200,argJ,1218,N-acetylglutamate synthase,4.7,43.2023,406,biosynthesis of arginine,N-acetylglutamate synthase,no,2.3.1.35,"argJ,argA,argE",,,
BSU01000,secE,177,preprotein translocase subunit,10.47,6.7919,59,protein secretion,preprotein translocase subunit,yes,,secE,,,
